"CASE";"OFFENSE";"OFFENSE DESCRIPTION";"REPORT DATE";"OCC DATE";"DAY OF WEEK";"LOCATION";"Location 1"
"SL2012104426";"2499-15";"STOLEN VEHICLE";"2012-06-20 23:31:00";"2012-06-20 21:00:00";"4";"400 S 500 E Salt lake City Utah  (40.76046169800048, -111.8768161429997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201224643";"2499-13";"STOLEN VEHICLE";"2012-02-12 12:36:00";"2012-02-12 12:15:00";"1";"100 S 500 W Salt lake City Utah  (40.767072414000495, -111.90552145399971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012109227";"2499-13";"STOLEN VEHICLE";"2012-06-27 22:31:00";"2012-06-27 22:31:00";"4";"600 N 300 W Salt lake City Utah  (40.78249996900047, -111.89966080499971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012131937";"2499-13";"STOLEN VEHICLE";"2012-07-30 23:32:00";"2012-07-30 23:32:00";"2";"00 E EXCHANGE PL Salt lake City Utah  (40.76140162000047, -111.88948674799968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012198177";"2499-14";"STOLEN VEHICLE";"2012-11-15 07:52:00";"2012-11-15 07:52:00";"5";"100 E WESTMINSTER AVE Salt lake City Utah  (40.728645852000454, -111.88811638199968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012192565";"2499-13";"STOLEN VEHICLE";"2012-11-05 07:07:00";"2012-11-05 07:07:00";"2";"1500 W 400 S Salt lake City Utah  (40.7606742910005, -111.93439544599971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012128024";"2499-13";"STOLEN VEHICLE";"2012-07-25 07:28:00";"2012-07-25 04:00:00";"4";"1800 W INDEPENDENCE BLVD Salt lake City Utah  (40.801798061000454, -111.94243840399969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012200740";"2499-13";"STOLEN VEHICLE";"2012-11-20 06:33:00";"2012-11-19 21:30:00";"2";"900 E KENSINGTON AVE Salt lake City Utah  (40.7359473840005, -111.86521736799972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20126936";"2499-14";"STOLEN VEHICLE";"2012-01-13 00:41:00";"2012-01-13 00:41:00";"6";"1100 W 600 N Salt lake City Utah  (40.78242002100046, -111.9226744129997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201219932";"2499-13";"STOLEN VEHICLE";"2012-02-04 11:38:00";"2012-02-04 11:38:00";"7";"1000 E 2100 S Salt lake City Utah  (40.72537602700049, -111.86237019699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201273212";"2499-13";"STOLEN VEHICLE";"2012-05-02 18:45:00";"2012-05-02 18:45:00";"4";"1400 S 300 W Salt lake City Utah  (40.73880203600049, -111.89973204399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012191205";"2499-13";"STOLEN VEHICLE";"2012-11-02 19:12:00";"2012-10-19 19:12:00";"6";"1300 E 500 S Salt lake City Utah  (40.75836244600049, -111.85377049899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012153711";"2499-13";"STOLEN VEHICLE";"2012-09-01 19:00:00";"2012-08-31 13:00:00";"6";"400 E 1ST AVE Salt lake City Utah  (40.7705428160005, -111.87784050999971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012146761";"2499-13";"STOLEN VEHICLE";"2012-08-22 14:29:00";"2012-08-20 14:29:00";"2";"900 W 1100 N Salt lake City Utah  (40.79288203700048, -111.91792341699971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201268091";"2499-13";"STOLEN VEHICLE";"2012-04-24 15:40:00";"2012-04-24 09:00:00";"3";"300 E 800 S Salt lake City Utah  (40.75194653700049, -111.88240874199971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012176044";"2404-0";"STOLEN VEHICLE";"2012-10-07 12:30:00";"2012-10-07 12:30:00";"1";"1000 E 600 S Salt lake City Utah  (40.75631738600049, -111.86233028599969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012190483";"2499-13";"STOLEN VEHICLE";"2012-11-01 16:04:00";"2012-11-01 16:04:00";"5";"1000 S 4800 W Salt lake City Utah  (40.74839073700048, -112.00590679799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012155397";"2499-17";"STOLEN VEHICLE";"2012-09-04 14:13:00";"2012-08-30 22:00:00";"5";"2600 S BEVERLY ST Salt lake City Utah  (40.715402209000445, -111.85141327099967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012167897";"2499-13";"STOLEN VEHICLE";"2012-09-24 08:30:00";"2012-09-22 20:20:00";"7";"1100 W 2100 S Salt lake City Utah  (40.726008960000456, -111.92276186199967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012149707";"2499-13";"STOLEN VEHICLE";"2012-08-26 17:42:00";"2012-08-25 21:00:00";"7";"500 E 1ST AVE Salt lake City Utah  (40.770516657000485, -111.8744368829997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012213346";"2499-17";"STOLEN VEHICLE";"2012-12-14 10:02:00";"2012-12-13 10:02:00";"5";"1300 W OURAY AVE Salt lake City Utah  (40.77904041900047, -111.9285069229997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201285497";"2499-13";"STOLEN VEHICLE";"2012-05-22 06:47:00";"2012-05-22 06:47:00";"3";"1600 W BRAMPTON WAY Salt lake City Utah  (40.756534331000466, -111.9365527979997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012144065";"2499-17";"STOLEN VEHICLE";"2012-08-18 06:59:00";"2012-08-18 06:59:00";"7";"200 N CENTER ST Salt lake City Utah  (40.77425798900049, -111.89122019099972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012207601";"2499-13";"STOLEN VEHICLE";"2012-12-03 10:34:00";"2012-12-02 11:00:00";"1";"600 E 1ST AVE Salt lake City Utah  (40.77054521700046, -111.87147964499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012117565";"2408-0";"STOLEN VEHICLE";"2012-07-09 14:43:00";"2012-07-09 14:43:00";"2";"700 N 900 W Salt lake City Utah  (40.78466103700049, -111.91681206799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012112559";"2499-13";"STOLEN VEHICLE";"2012-07-02 18:26:00";"2012-07-02 18:26:00";"2";"600 E 900 S Salt lake City Utah  (40.7497552100005, -111.8737996109997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201214113";"2499-17";"STOLEN VEHICLE";"2012-01-25 16:35:00";"2012-01-24 11:00:00";"3";"1000 S LAKE ST Salt lake City Utah  (40.74731051000049, -111.8696466349997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012118303";"2499-17";"STOLEN VEHICLE";"2012-07-10 21:46:00";"2012-07-10 03:00:00";"3";"1500 S VON BARON PL Salt lake City Utah  (40.73584322100049, -111.93162259999968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201245303";"2499-15";"STOLEN VEHICLE";"2012-03-18 17:21:00";"2012-03-18 17:21:00";"1";"300 S POST ST Salt lake City Utah  (40.76273300200046, -111.91830391599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201249890";"2499-13";"STOLEN VEHICLE";"2012-03-26 01:49:00";"2012-03-26 01:49:00";"2";"00 E 900 S Salt lake City Utah  (40.74979030600048, -111.88389362399971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012192150";"2499-17";"STOLEN VEHICLE";"2012-11-04 09:21:00";"2012-11-04 09:21:00";"1";"2600 S WELLINGTON ST Salt lake City Utah  (40.71536248500047, -111.83777431999971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20127065";"2499-13";"STOLEN VEHICLE";"2012-01-13 09:35:00";"2012-01-10 08:00:00";"3";"400 E SEGO AVE Salt lake City Utah  (40.75497557500046, -111.87951697899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012800471";"2404-44";"STOLEN VEHICLE";"2012-06-22 09:56:00";"2012-06-21 09:00:00";"5";"500 N 200 W Salt lake City Utah  (40.78024123400047, -111.89673257699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012207560";"2499-16";"STOLEN VEHICLE";"2012-12-03 09:20:00";"2012-11-26 09:20:00";"2";"1100 E 900 S Salt lake City Utah  (40.74975447000048, -111.85936768499971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201231181";"2499-13";"STOLEN VEHICLE";"2012-02-23 21:33:00";"2012-02-23 21:33:00";"5";"200 S 300 W Salt lake City Utah  (40.764911991000474, -111.89973205699971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012151313";"2499-17";"STOLEN VEHICLE";"2012-08-29 09:42:00";"2012-08-29 08:22:00";"4";"1500 E 1700 S Salt lake City Utah  (40.733467119000466, -111.84785810799968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012159516";"2499-13";"STOLEN VEHICLE";"2012-09-10 18:50:00";"2012-09-09 21:00:00";"1";"2500 E SKYLINE DR Salt lake City Utah  (40.735256490000495, -111.81929768099968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012156545";"2499-13";"STOLEN VEHICLE";"2012-09-06 09:12:00";"2012-09-06 05:00:00";"5";"1100 S 800 W Salt lake City Utah  (40.78664825900046, -111.92271036399967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012198113";"2499-13";"STOLEN VEHICLE";"2012-11-15 03:11:00";"2012-11-15 03:11:00";"5";"1800 S 400 E Salt lake City Utah  (40.73120967500046, -111.87967724699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100173";"2404-0";"STOLEN VEHICLE";"2013-06-28 08:40:00";"2013-06-28 08:40:00";"6";"1800 W INDEPENDENCE BLVD Salt Lake City Utah  (40.801798061000454, -111.94243840399969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100226";"2499-13";"STOLEN VEHICLE";"2013-06-28 12:48:00";"2013-06-28 02:00:00";"6";"900 N CORNELL ST Salt Lake City Utah  (40.789231164000455, -111.9345611659997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100240";"2404-0";"STOLEN VEHICLE";"2013-06-28 10:34:00";"2013-06-28 05:00:00";"6";"1400 S CHEYENNE ST Salt Lake City Utah  (40.738880416000484, -111.9342470089997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201310030";"2499-13";"STOLEN VEHICLE";"2013-01-20 11:13:00";"2013-01-20 11:13:00";"1";"1200 W 1200 N Salt Lake City Utah  (40.7949295840005, -111.92569490499972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100353";"2499-17";"STOLEN VEHICLE";"2013-06-28 14:05:00";"2013-06-28 13:50:00";"6";"800 S 800 E Salt Lake City Utah  (40.75187029900047, -111.86829470799967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100491";"2499-14";"STOLEN VEHICLE";"2013-06-28 17:04:00";"2013-06-28 17:04:00";"6";"2200 S FOOTHILL DR Salt Lake City Utah  (40.72348132200045, -111.81333692699968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201310056";"2404-0";"STOLEN VEHICLE";"2013-01-20 12:29:00";"2013-01-20 12:29:00";"1";"1400 W 600 N Salt Lake City Utah  (40.78244819100047, -111.9313109949997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100563";"2499-13";"STOLEN VEHICLE";"2013-06-28 19:12:00";"2013-06-28 19:12:00";"6";"300 W 200 S Salt Lake City Utah  (40.765028903000484, -111.89981517499967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100597";"2499-14";"STOLEN VEHICLE";"2013-06-28 20:31:00";"2013-06-28 20:31:00";"6";"800 W NORTH TEMPLE ST Salt Lake City Utah  (40.77164210000046, -111.91421576199969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100751";"2499-13";"STOLEN VEHICLE";"2013-06-29 01:29:00";"2013-06-29 01:29:00";"7";"100 W 800 S Salt Lake City Utah  (40.75197835400047, -111.89405820699972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100848";"2499-14";"STOLEN VEHICLE";"2013-06-29 07:39:00";"2013-06-29 07:39:00";"7";"400 N 1465 W Salt Lake City Utah  (40.77944026500046, -111.93272239099969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100868";"2499-17";"STOLEN VEHICLE";"2013-06-29 09:11:00";"2013-06-28 17:00:00";"6";"200 W 300 S Salt Lake City Utah  (40.76292884200046, -111.89695479799968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013100894";"2499-14";"STOLEN VEHICLE";"2013-06-29 10:05:00";"2013-06-29 10:05:00";"7";"1600 S PIONEER RD Salt Lake City Utah  (40.735451225000475, -111.95804623799967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013101122";"2499-14";"STOLEN VEHICLE";"2013-06-29 18:04:00";"2013-06-29 18:04:00";"7";"200 S 800 E Salt Lake City Utah  (40.76491220300045, -111.86829563199967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013101138";"2499-15";"STOLEN VEHICLE";"2013-06-29 18:29:00";"2013-06-29 18:29:00";"7";"1800 W 500 N Salt Lake City Utah  (40.7584185070005, -111.94183017599971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201310173";"2499-13";"STOLEN VEHICLE";"2013-01-20 17:43:00";"2013-01-20 17:43:00";"1";"300 W HOPE AVE Salt Lake City Utah  (40.738918948000446, -111.89981512799972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013101959";"2499-13";"STOLEN VEHICLE";"2013-07-01 04:10:00";"2013-07-01 04:10:00";"2";"1600 W INDIANA AVE Salt Lake City Utah  (40.751288187000455, -111.93653083199968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013101969";"2499-13";"STOLEN VEHICLE";"2013-07-01 05:50:00";"2013-07-01 05:50:00";"2";"1400 S 1900 E Salt Lake City Utah  (40.738681071000485, -111.8365265979997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013101988";"2499-13";"STOLEN VEHICLE";"2013-07-01 07:37:00";"2013-07-01 07:37:00";"2";"1700 E ROSECREST DR Salt Lake City Utah  (40.73705395100046, -111.8404350189997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102151";"2404-0";"STOLEN VEHICLE";"2013-07-01 13:49:00";"2013-06-25 23:18:00";"3";"2400 W NORTH TEMPLE ST Salt Lake City Utah  (40.77152872500045, -111.9582973039997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102255";"2404-64";"STOLEN VEHICLE";"2013-07-01 16:38:00";"2013-07-01 16:38:00";"2";"2900 S JUDITH ST Salt Lake City Utah  (40.707778773000484, -111.85918260899967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201310235";"2499-14";"STOLEN VEHICLE";"2013-01-20 21:23:00";"2013-01-20 21:23:00";"1";"1200 N FORBES PARK WAY Salt Lake City Utah  (40.79678161700048, -111.94099122599971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102361";"2499-14";"STOLEN VEHICLE";"2013-07-01 18:49:00";"2013-07-01 18:49:00";"2";"900 S 300 W Salt Lake City Utah  (40.749682660000474, -111.89971433499971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102404";"2499-13";"STOLEN VEHICLE";"2013-07-01 19:50:00";"2013-07-01 19:50:00";"2";"2200 S PRESTON ST Salt Lake City Utah  (40.723050153000486, -111.83577238699968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102477";"2499-13";"STOLEN VEHICLE";"2013-07-01 22:10:00";"2013-07-01 22:10:00";"2";"800 W OURAY AVE Salt Lake City Utah  (40.779026769000495, -111.91407485099967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201310251";"2408-0";"STOLEN VEHICLE";"2013-01-20 22:19:00";"2013-01-20 22:19:00";"1";"100 W 1300 S Salt Lake City Utah  (40.74162837200049, -111.89405848899969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102526";"2499-13";"STOLEN VEHICLE";"2013-07-01 23:44:00";"2013-07-01 23:44:00";"2";"1800 W NORTH TEMPLE ST Salt Lake City Utah  (40.77164812900048, -111.94225631099971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102576";"2499-17";"STOLEN VEHICLE";"2013-07-02 04:22:00";"2013-07-02 04:22:00";"3";"2000 S REDWOOD RD Salt Lake City Utah  (40.727304399000445, -111.93903767999967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102589";"2499-14";"STOLEN VEHICLE";"2013-07-02 06:27:00";"2013-07-02 06:27:00";"3";"300 N ALMOND ST Salt Lake City Utah  (40.776077699000496, -111.8939034329997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102606";"2404-0";"STOLEN VEHICLE";"2013-07-02 07:26:00";"2013-07-01 21:45:00";"2";"500 E 9TH AVE Salt Lake City Utah  (40.7796152950005, -111.87441982599967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102612";"2499-13";"STOLEN VEHICLE";"2013-07-02 07:42:00";"2013-07-02 01:00:00";"3";"300 E 300 S Salt Lake City Utah  (40.762805019000496, -111.88232015399967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102621";"2499-17";"STOLEN VEHICLE";"2013-07-02 08:09:00";"2013-07-02 08:09:00";"3";"800 W 700 N Salt Lake City Utah  (40.78459808400049, -111.9140968589997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102627";"2499-13";"STOLEN VEHICLE";"2013-07-02 08:14:00";"2013-07-02 08:14:00";"3";"1600 W BRAMPTON WAY Salt Lake City Utah  (40.756534331000466, -111.9365527979997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102675";"2499-17";"STOLEN VEHICLE";"2013-07-02 10:01:00";"2013-07-02 10:01:00";"3";"200 N MAIN ST Salt Lake City Utah  (40.773900565000474, -111.89108483699971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102891";"2499-15";"STOLEN VEHICLE";"2013-07-02 15:50:00";"2013-07-02 15:50:00";"3";"2600 E STRINGHAM AVE Salt Lake City Utah  (40.72106100500048, -111.81571984399972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102913";"2499-14";"STOLEN VEHICLE";"2013-07-02 16:36:00";"2013-07-02 16:36:00";"3";"500 N CHICAGO ST Salt Lake City Utah  (40.78029018800049, -111.91822030599968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201310293";"2499-13";"STOLEN VEHICLE";"2013-01-21 02:01:00";"2013-01-21 02:01:00";"2";"300 N TAURUS CIR Salt Lake City Utah  (40.776471546000494, -111.94500763799971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102978";"2499-16";"STOLEN VEHICLE";"2013-07-02 17:58:00";"2013-07-02 17:58:00";"3";"1000 S MAIN ST Salt Lake City Utah  (40.74728530800047, -111.89109220399968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013102989";"2499-17";"STOLEN VEHICLE";"2013-07-02 18:37:00";"2013-07-02 17:00:00";"3";"1200 W 1700 S Salt Lake City Utah  (40.73347616700045, -111.9260685809997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013103210";"2404-0";"STOLEN VEHICLE";"2013-07-03 03:25:00";"2013-07-03 03:25:00";"4";"1400 S WEST TEMPLE ST Salt Lake City Utah  (40.739161252000486, -111.89395514399968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013103240";"2404-0";"STOLEN VEHICLE";"2013-07-03 10:37:00";"2013-07-02 22:00:00";"3";"400 N B ST Salt Lake City Utah  (40.7786122440005, -111.88201549699971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201310338";"2499-13";"STOLEN VEHICLE";"2013-01-21 08:12:00";"2013-01-19 00:30:00";"7";"1900 W NORTH TEMPLE ST Salt Lake City Utah  (40.77166859500045, -111.94559007199967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013103420";"2404-44";"STOLEN VEHICLE";"2013-07-03 12:13:00";"2013-07-03 12:13:00";"4";"1400 S DISTRIBUTION DR Salt Lake City Utah  (40.74077864700047, -111.9858567169997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013103437";"2499-17";"STOLEN VEHICLE";"2013-07-03 12:40:00";"2013-07-03 12:40:00";"4";"600 W NORTH TEMPLE ST Salt Lake City Utah  (40.7716254070005, -111.90906785399972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201310354";"2499-13";"STOLEN VEHICLE";"2013-01-21 09:16:00";"2013-01-20 21:30:00";"1";"00 E HILLSIDE AVE Salt Lake City Utah  (40.77466213200046, -111.8889669669997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013103559";"2499-13";"STOLEN VEHICLE";"2013-07-03 15:06:00";"2013-07-03 15:06:00";"4";"600 S 600 E Salt Lake City Utah  (40.75622343400045, -111.87403393999966)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
